Reference,Title,Country
US8266412,Hierarchical Store Buffer Having Segmented Partitions,US
US8266562,METHOD AND SYSTEM FOR CONFIGURABLE CONTACTS FOR IMPLEMENTING DIFFERENT BIAS DESIGNS OF AN INTEGRATED CIRCUIT DEVICE,US
US8266631,CALLING A SECOND FUNCTIONALITY BY A FIRST FUNCTIONALITY,US
US8266670,System and method for dynamic security provisioning of data resources,US
US8266674,METHOD AND SYSTEM FOR IMPLEMENTING CHANGES TO SECURITY POLICIES IN A DISTRIBUTED SECURITY SYSTEM,US
US8267313,System and method for providing a gift card which affords benefits beyond what is purchased,US
US8267526,Methods Associated With Receiving And Transmitting Information Related To Projection,US
US8269316,SILICON BASED SUBSTRATE AND MANUFACTURING METHOD THEREOF,US
US8269531,PROGRAMMABLE POWER SUPERVISOR,US
US8269881,ADAPTIVE IMAGE PROCESSING AND CAPTURE,US
US8269902,MULTIMEDIA PROJECTION MANAGEMENT,US
US8270145,Screen-printable encapsulants based on soluble polybenzoxazoles,US
US8270195,Memory emulation using resistivity-sensitive memory,US
US8270196,Integrated circuits using non volatile resistivity sensitive memory for emulation of embedded flash memory,US
US8270238,Integrated circuits and methods to compensate for defective non-volatile embedded memory in one or more layers of vertically stacked non-volatile embedded memory,US
US8270385,Symmetric transmit opportunity (TXOP) truncation,US
US8270402,"PROCESS AND DEVICE FOR SECURING THE TRANSMISSION, RECORDING AND VIEWING OF DIGITAL AUDIOVISUAL PACKETIZED STREAMS",US
US8270598,Highly secured method and device for distributing audio-visual streams,US
US8270665,SYSTEM AND METHOD FOR REVERSIBLE BINARY IMAGE DATA HIDING USING RUN-LENGTH HISTOGRAM MODIFICATION AND LOGICAL OPERATIONS,US
US8270682,HAIR SEGMENTATION,US
US8270683,Image Mapping to Provide Visual Geographic Path,US
US8270708,METHOD FOR IDENTIFYING MARKED IMAGES BASED AT LEAST IN PART ON FREQUENCY DOMAIN COEFFICIENT DIFFERENCES,US
US8270731,IMAGE CLASSIFICATION USING RANGE INFORMATION,US
US8270933,Safety Features for Portable Electronic Device,US
US8271058,Communicating over a wireless network,US
US8271365,Real-World Profile Data for Making Virtual World Contacts,US
US8271384,System and Method for Selection of Payment Systems from a Payment System Directory to Process a Transaction,US
US8271522,Matching Queries In A Network,US
US8271524,Identification and Provision of Reported Aspects that are Relevant with Respect to Achievement of Target Outcomes,US
US8271615,Centrally managing and monitoring software as a service (SAAS) applications,US
US8271686,TRANSMISSION OF PACKET DATA TO A WIRELESS TERMINAL,US
US8271952,Aggregation and prioritization of application issue data,US
US8272044,METHOD AND SYSTEM TO MITIGATE LOW RATE DENIAL OF SERVICE (DOS) ATTACKS,US
US8272571,E-Paper Display Control Of Classified Content Based On E-Paper Conformation,US
US8274309,PROGRAMMABLE STRUCTURED ARRAYS,US
US8274523,PROCESSING DIGITAL TEMPLATES FOR IMAGE DISPLAY,US
US8274544,AUTOMATED VIDEOGRAPHY SYSTEMS,US
US8274820,"Magnetic Memory Element, Method Of Driving Same, And Nonvolatile Storage Device",US
US8275064,ENHANCED MIMO DETECTION METHOD AND APPARATUS,US
US8275628,Personalized Plan Development Based on One or More Reported Aspects' Association with One or More Source Users,US
US8275629,Template Development Based on Reported Aspects of a Plurality of Source Users,US
US8275659,METHOD AND SYSTEM FOR COLLECTING AND COMMUNICATING DYNAMICALLY INCORPORATED ADVERTISING INFORMATION,US
US8275704,Systems and Methods for Authorizing an Allocation of an Amount Between Transaction Accounts,US
US8275712,Prepaid transaction card activation system and method,US
US8275713,Prepaid transaction card activation system and method,US
US8275746,Video and multimedia distribution system,US
US8275767,Kiosk-Based Automatic Update Of Online Social Networking Sites,US
US8275827,SOFTWARE-BASED NETWORK ATTACHED STORAGE SERVICES HOSTED ON MASSIVELY DISTRIBUTED PARALLEL COMPUTING NETWORKS,US
US8275976,Hierarchical Instruction Scheduler,US
US8276655,Heat conducting apparatus,US
US8276813,Systems and methods for risk triggering values,US
US8278130,Back side illumination image sensor and method for manufacturing the same,US
US8278202,Conductive Spacers Extended Floating Gates,US
US8278978,PROGRAMMABLE VOLTAGE REGULATOR,US
US8279042,IRIS SCAN BIOMETRICS ON A PAYMENT DEVICE,US
US8279062,TRACKING SYSTEM AND METHODS THEREOF,US
US8279066,Method And Apparatus For Tracking Plants With An Electronic Tag,US
US8279199,E-Paper External Control System And Method,US
US8279302,Method For Integrating Image Sensor,US
US8279496,METHOD OF OPTIMAL FOCUSING FOR DOCUMENT SCANNER,US
US8279545,High Bandwidth Data Transfer to and from Rotating Data Storage Devices ,US
US8279661,"Magnetic Memory Element, Driving Method For The Same, And Nonvolatile Storage Device",US
US8279740,Dynamic transmission protection in the presence of multiple modulation schemes,US
US8280164,PRODUCING OBJECT CUTOUTS IN TOPICALLY RELATED IMAGES,US
US8280329,Receiver Having A Gain-Controllable Input Amplifier,US
US8280438,Safety Features for Portable Electronic Device,US
US8280746,Personalized Plan Development,US
US8280820,Latency locator,US
US8280845,DISTRIBUTED SYSTEM FOR INTERACTIVE COLLABORATION,US
US8280976,Distributed adaptive network memory engine,US
US8280999,Apparatus for remotely rebooting voip communication devices and an associated method and computer program product,US
US8281036,Using Network Access Port Linkages for Data Structure Update Decisions,US
US8281142,Notarizable Electronic Paper,US
US8281297,Reconfigurable Processing,US
US8281310,System and method for generating computing system job flowcharts,US
US8282001,METHOD FOR DATA INTERCHANGE,US
US8282003,Supply-Chain Side Assistance,US
US8283778,THERMALLY BALANCED VIA ,US
US8284025,Method and system for auditory recognition biometrics on a FOB,US
US8284058,Electronic Tag with Indicator,US
US8284774,Ethernet digital storage (EDS) card and satellite transmission system,US
US8284802,HIGH PERFORMANCE MEMORY BASED COMMUNICATIONS INTERFACE,US
US8284960,USER ADJUSTABLE VOLUME CONTROL THAT ACCOMMODATES HEARING,US
US8285085,Software and system for customizing a presentation of digital images,US
US8285121,DIGITAL NETWORK-BASED VIDEO TAGGING SYSTEM,US
US8285519,System and Method for Operating a Network of Sensors,US
US8285637,Authorization request for financial transactions,US
US8285638,Attribute Enhancement in Virtual World Environments,US
US8285735,System and method for creating metadata,US
US8285764,"System and method for statistically separating and characterizing noise which is added to a signal of a machine or a system

",US
US8285788,Techniques for sharing files within a collaborative communication system,US
US8285945,Memories for electronic systems ,US
US8286140,"System, computer program, and method for a static code coverage analyzer for computer programs",US
US8286189,System and method for automatically generating computer code for message flows,US
US8286236,Manufacturing Control System,US
US8287948,Image Sensor And Method For Manufacturing The Same,US
US8289136,HAND GEOMETRY BIOMETRICS ON A PAYMENT DEVICE,US
US8289317,AUTOMATIC 3D MODELING,US
US8289340,METHOD OF MAKING AN ARTISTIC DIGITAL TEMPLATE FOR IMAGE DISPLAY,US
US8289352,Providing erasable printing with nanoparticles,US
US8289395,ENHANCING IMAGE RESOLUTION BY ROTATION OF IMAGE PLANE,US
US8289803,SYSTEM INCLUDING VERTICALLY STACKED EMBEDDED NON FLASH RE WRITABLE NON VOLATILE MEMORY ,US
US8289835,Dual mode communication systems and methods,US
US8289853,Method of accelerating the shortest path problem,US
US8290034,VIDEO TRANSMISSION AND DISPLAY INCLUDING BIT-WISE SUB-SAMPLING VIDEO COMPRESSION,US
US8290202,Methods utilizing steganography,US
US8290313,Electronic Acquisition of a Hand Formed Expression and a Context of the Expression,US
US8290509,Deactivation System and Method for a Transferable Device,US
US8290541,Integrated instant messaging and web browsing client and related methods,US
US8290948,METHOD AND APPARATUS FOR CONTENT FILTERING,US
US8290973,Determining Influencers,US
US8290999,Automatic Update Of Online Social Networking Sites,US
US8291010,Virtual connection of a remote unit to a server,US
US8291034,Centralized Adaptive Network Memory Engine,US
US8291140,COMPUTING MODULE WITH SERIAL DATA CONNECTIVITY,US
US8291228,Method and system for modular authentication and session management,US
US8291298,Analog iterative decoder with early-termination,US
US8291340,METHOD AND APPARATUS FOR PROVIDING CONTENT TO USERS,US
US8291501,Validation Of Protected Intra-System Interconnects For Digital Rights Management In Electrical Computers And Digital Data Processing Systems,US
US8292234,METHOD AND SYSTEM FOR AVIATION NAVIGATION,US
US8292735,"Method, system and apparatus for location-based gaming ",US
US8293640,SEMICONDUCTOR STRUCTURE AND MANUFACTURING METHOD THEREOF,US
US8294339,LED lamp and a heat sink thereof having a wound heat pipe,US
US8294533,Power combiners and dividers based on composite right and left handed metamaterial structures,US
US8294552,FACIAL SCAN BIOMETRICS ON A PAYMENT DEVICE,US
US8294669,Link target accuracy in touch-screen mobile devices by layout adjustment,US
US8295073,Non-volatile dual port third dimensional memory,US
US8295358,ENCODING DIGITAL VIDEO,US
US8295488,EXCHANGE OF KEY MATERIAL,US
US8295631,ITERATIVELY DENOISING COLOR FILTER ARRAY IMAGES,US
US8295806,WIRELESS NETWORK INFRASTRUCTURE,US
US8295832,Method and system for providing information to a home system regarding a wireless unit roaming in a visited system,US
US8296215,TRADING SYSTEM WITH ELFS AND UMPIRES,US
US8296296,METHOD AND APPARATUS FOR FORMATTING INFORMATION WITHIN A DIRECTORY TREE STRUCTURE INTO AN ENCYCLOPEDIA-LIKE ENTRY,US
US8296347,USE OF LINE CHRARTERIZATION TO CONFIGURE PHYSICAL LAYERED DEVICES,US
US8296453,WiFi peripheral mode,US
US8296455,Method for mitigating adverse processor loading in a personal computer implementation of a wireless local area network adapter,US
US8296550,Hierarchical Register File with Operand Capture Ports,US
US8296570,FLEXIBLE METHOD OF USER AUTHENTICATION,US
US8296583,Physical Digital Media Delivery,US
US8296831,Method and apparatus for enabling a user to select an authentication method,US
US8297495,Application Control Based on Flexible Interface Conformation Sequence Status,US
US8298896,Formation of a super steep retrograde channel,US
US8299594,Stacked ball grid array package module utilizing one or more interposer layers,US
US8299874,Rolled Resonant Element,US
US8300256,"Methods, systems, and computer program products for associating an image with a communication characteristic",US
US8300274,PROCESS FOR MARKING SUBSTRATES WITH INFORMATION USING A TEXTURE PATTERN AND RELATED SUBSTRATES,US
US8300285,SCANNING CIRCUIT STRUCTURE,US
US8300288,COLOR ADJUSTING APPARATUS AND METHOD FOR LIGHT SOURCE,US
US8300686,SCALED SIGNAL PROCESSING ELEMENTS FOR REDUCED FILTER TAP NOISE,US
US8300745,ITERATIVE INTERFERENCE CANCELLATION USING MIXED FEEDBACK WEIGHTS AND STABILIZING STEP SIZES,US
US8300943,Forms for Completion with an Electronic Writing Device,US
US8301028,Data Center with Free-Space Optical Communications,US
US8301453,WATERMARK SYNCHRONIZATION SIGNALS CONVEYING PAYLOAD DATA,US
US8301485,Work optimization based upon lifecycle tracking data,US
US8301554,System and method for managing meetings budgets and allocating and reconciling expenditures,US
US8301566,System and method for providing a financial transaction instrument with user-definable authorization criteria,US
US8301753,Endpoint Activity Logging,US
US8301771,"Methods, systems, and computer program products for transmission control of sensitive application-layer data",US
US8301893,Detecting media areas likely of hosting watermarks,US
US8301896,MULTI-LEVEL FILE DIGESTS,US
US8302029,Presentation Of Large Objects On Small Displays,US
US8302178,System and Method For a Dynamic Policies Enforced File System For a Data Storage Device,US
US8302200,Protected intra-system interconnect for digital rights management in electrical computers and digital data processing systems,US
US8302289,Apparatus for Preparing an Antenna for Use With a Wireless Communication Device,US
US8304709,Digital cameras with direct luminance and chrominance detection,US
US8304816,IMAGE SENSOR CAPABLE OF INCREASING PHOTOSENSITIVITY,US
US8305214,Electronic Tag Configured To Sense A Plant Environment,US
US8305452,REMOTE DETERMINATION OF IMAGE-ACQUISITION SETTINGS AND OPPORTUNITIES,US
US8305485,DIGITAL CAMERA WITH CODED APERTURE RANGEFINDER,US
US8305935,Method and system for dynamic information exchange on location aware mesh network devices,US
US8305936,Method and system for dynamic information exchange on a mesh network in a vehicle,US
US8305992,PROACTIVE SEAMLESS SERVICE PROVISIONING IN MOBILE NETWORKS THROUGH TRANSFERRING OF APPLICATION CONTEXT,US
US8306037,"MULTI-PROTOCOL NETWORKING PROCESSOR WITH DATA TRAFFIC SUPPORT SPANNING LOCAL, REGIONAL AND WIDE AREA NETWORKS",US
US8306053,METHODS AND APPARATUS FOR PROVIDING QUALITY-OF-SERVICE GUARANTEES IN COMPUTER NETWORKS,US
US8306092,Spreading sequences with dual low correlation windows for quasi-synchronous code-division multiple-access communications,US
US8306325,Text Character Identification System And Method Thereof,US
US8306478,Remote monitoring device and process,US
US8306516,Bring Call Here Selectively,US
US8306574,Method and system for an adaptive wireless communication system optimized for economic benefit,US
US8306583,VARIABLE CONFIGURATION APPARATUS,US
US8306986,"Method, system, and computer program product for linking customer information",US
US8306994,NETWORK ATTACHED DEVICE WITH DEDICATED FIREWALL SECURITY,US
US8307046,METHOD AND SYSTEM FOR SETTING UP A SYSTEM FOR SHARING IMAGES OVER A COMMUNICATION NETWORK BETWEEN MULTIPLE USERS,US
US8307067,PROTECTING ENCRYPTED FILES TRANSMITTED OVER A NETWORK,US
US8307072,Network Adapter Validation,US
US8307145,Method And System For Connecting Multiple Ide Devices To A Usb Apparatus Using A Single Usb-To-Ide Adapter,US
US8307291,Web page security system and method,US
US8307378,"Method, system and computer program product for a lightweight directory access protocol client application program interface",US
US8307380,PROXY OBJECT CREATION AND USE,US
US8307388,Automatic Adjustment of Devices in a Home Entertainment System,US
US8308304,Systems Associated With Receiving And Transmitting Information Related To Projection,US
US8308359,Semiconductor device having variable parameter selection based on temperature and test method,US
US8309993,Pixel Of Image Sensor And Method For Fabricating The Same,US
US8310577,Method and Apparatus for Color Compensation,US
US8310584,IMAGE SENSING DEVICE HAVING THIN THICKNESS,US
US8310724,Apparatus and method for shift invariant differential (SID) image data interpolation in fully populated shift invariant matrix,US
US8310993,Acknowledging communication in a wireless network,US
US8311043,Distribution of identifiers in serverless networks,US
US8311125,PROCESS AND DEVICE FOR THE PROTECTION AND DISPLAY OF VIDEO STREAMS ,US
US8311364,ESTIMATING AESTHETIC QUALITY OF DIGITAL IMAGES,US
US8311377,METHOD AND APPARATUS FOR DETECTING MULTIPLE OPTICAL WAVELENGTHS,US
US8311733,Interactive Key Frame Image Mapping System and Method,US
US8311846,Target Outcome Based Provision of One or More Templates,US
US8311894,METHOD AND APPARATUS FOR INTERACTIVE AND SYNCHRONOUS DISPLAY SESSION,US
US8311915,Detail-in-context lenses for interacting with objects in digital image presentations,US
US8312002,SELECTION OF ADVERTISEMENTS TO PRESENT ON A WEB PAGE OR OTHER DESTINATION BASED ON SEARCH ACTIVITIES OF USERS WHO SELECTED THE DESTINATION,US
US8312168,Methods for linking from objects to remote resources,US
US8312209,Digital device configuration and method ,US
US8312229,METHOD AND APPARATUS FOR SCHEDULING REAL-TIME AND NON-REAL-TIME ACCESS TO A SHARED RESOURCE,US
US8312485,"System, method and computer program product for selective filtering of objectionable content from a program",US
US8313213,Assembly structure for LED lamp,US
US8315202,SYNCHRONIZED CODE RECOGNITION,US
US8315265,ADAPTIVE ROUTING PROCESS BY DEFLECTION WITH TRAINING BY REINFORCEMENT,US
US8315275,"END-TO-END SERVICE QUALITY FOR LATENCY-INTENSIVE INTERNET PROTOCOL (IP) APPLICATIONS IN A HETEROGENEOUS, MULTI-VENDOR ENVIRONMENT",US
US8315306,DISTRIBUTED JOINT SOURCE-CHANNEL CODING OF VIDEO USING RAPTOR CODES,US
US8315427,Adaptive Prediction Filtering for Encoding/Decoding Digital Signals in Media Content,US
US8315436,Robust Camera Pan Vector Estimation Using Iterative Center Of Mass,US
US8315463,USER INTERFACE FOR FACE RECOGNITION,US
US8315483,METHOD AND APPARATUS FOR PHOTOGRAPH FINDING,US
US8315554,CONNECTED AUDIO CONTENT,US
US8315663,Power control in cognitive radio systems based on spectrum sensing side information,US
US8316003,Updating content of a presentation vehicle in a computer network,US
US8316157,COMMUNICATIONS NETWORK WITH SMART CARD,US
US8316239,Decoding information to allow access to computerized systems,US
US8316439,Anti-virus and firewall system,US
US8316452,Computer network storage environment with file tracking,US
US8317095,Exception notification system and method,US
US8318111,Packaging closures integrated with disposable RFID devices,US
US8318389,IMAGE SENSOR PHOTO MASK AND APPARATUS,US
US8319515,SYSTEMS AND METHODS FOR ADJUSTING THRESHOLD VOLTAGE,US
US8320025,Providing multiple payment schedules for storing images and utilizing the stored images,US
US8320121,Cooling high performance computer systems,US
US8320175,MAGNETIC BOOSTER FOR MAGNETIC RANDOM ACCESS MEMORY,US
US8320405,DATA MANAGEMENT SYSTEM AND METHOD,US
US8320611,Watermarking electronic text documents,US
US8320986,METHOD FOR DETERMINING THE RESOLUTION OF BLOOD GLUCOSE,US
US8321038,Presentation of Still Image Data on Display Devices Using a Wireless Home Entertainment Hub,US
US8321202,METHOD AND SYSTEM FOR CANDIDATE MATCHING,US
US8321233,Template Development Based on Reported Aspects of a Plurality of Source Users,US
US8321270,System and method for a multiple merchant stored value card,US
US8321373,Method of servicing query statements from a client machine using a database management system (DBMS) employing a relational datastore and a multi-dimensional database (MDDB),US
US8321468,WEB-BASED ASSET MANAGEMENT,US
US8321531,PERSONAL CRITERIA VERIFICATION USING FRACTIONAL INFORMATION,US
US8321606,SYSTEMS AND METHODS FOR MANAGING MEMORY USING MULTI-STATE BUFFER REPRESENTATIONS,US
US8321712,SYSTEM AND METHOD FOR REDUCING POWER REQUIREMENTS OF MICROPROCESSORS THROUGH DYNAMIC ALLOCATION OF DATAPATH RESOURCES,US
US8321795,METHOD OF OFFERING A PROMOTIONAL PRODUCT,US
US8322599,Display Control of Classified Content Based on Flexible Interface E-Paper Conformation,US
US8324105,STACKING METHOD AND STACKING CARRIER,US
US8324555,Nanoelectronic Differential Amplifiers and Related Circuits Implemented on a Segment of a Graphene Nanoribbon,US
US8324840,"Apparatus, Method and System for Providing AC Line Power to Lighting Devices",US
US8325012,METHOD FOR OPTIMIZING RFID DEPLOYMENT AND RFID DEPLOYMENT OPTIMIZER OF USE THEREOF,US
US8325997,IMAGE PROCESSING DEVICE,US
US8326361,Phone to Phone Data Exchange,US
US8326704,Virtual reality shopping experience,US
US8326705,Restaurant yield management portal,US
US8326712,Method and system for technology consumption management,US
US8326713,Method and system for technology consumption management including allocation of fees,US
US8326914,NETWORK SYSTEM EXTENSIBLE BY USERS,US
US8327007,Systems and methods for SNMP access,US
US8327138,METHOD AND SYSTEM FOR SECURING DIGITAL ASSETS USING PROCESS-DRIVEN SECURITY POLICIES,US
US8327155,Screening for Masquerading Content,US
US8327406,Method And Server For Downloading A Broadcasted Multimedia Content Over A Distribution Network,US
US8327440,METHOD AND APPARATUS FOR ENHANCED BROWSING WITH SECURITY SCANNING,US
US8330515,Inverting zipper repeater circuit,US
US8330826,METHOD FOR MEASURING PHOTOGRAPHER'S AESTHETIC QUALITY PROGRESS,US
US8330827,INCREASING IMAGE RESOLUTION USING A COMBINED DIFFERENTIAL IMAGE,US
US8330852,RANGE MEASUREMENT USING SYMMETRIC CODED APERTURES,US
US8331998,COMBINED REAR VIEW MIRROR AND TELEPHONE,US
US8332265,System and methods for online performance management,US
US8332310,System and method for facilitating the handling of a dispute using disparate architecture,US
US8332316,System and method for transferring a line of credit balance to a cash account,US
US8332378,File listener system and method,US
US8332427,METHOD OF GENERATING ARTISTIC TEMPLATE DESIGNS,US
US8332724,Data Retrieval Systems,US
US8332793,METHODS AND SYSTEMS FOR PLACEMENT AND ROUTING,US
US8332796,FPGA WITH HYBRID INTERCONNECT ,US
US8332829,COMMUNICATION SCHEDULING WITHIN A PARALLEL PROCESSING SYSTEM,US
US8332844,Root image caching and indexing for block-level distributed application management,US
US8334494,Large dynamic range cameras,US
US8334734,Printed multilayer filter methods and designs using extended CRLH (E-CRLH),US
US8334993,"Methods, systems, and computer program products for associating an image with a communication characteristic",US
US8335254,ADVERTISEMENTS OVER A NETWORK,US
US8335257,VECTOR SELECTION DECISION FOR PIXEL INTERPOLATION,US
US8335259,System and method for reformatting digital broadcast multimedia for a mobile device,US
US8335519,System and Method for Providing a Community of Mobile Devices,US
US8335725,METHODS FOR DETERMINING CUSTOMER MOTIVATIONS IN PURCHASING DECISIONS,US
US8335742,"Method, system, and computer program product for electronic messaging",US
US8335779,"METHOD AND APPARATUS FOR GATHERING, CATEGORIZING AND PARAMETERIZING DATA",US
US8335805,Universal data management interface,US
US8335930,"ARCHITECTURE, SYSTEM AND METHOD FOR OPERATING ON ENCRYPTED AND/OR HIDDEN INFORMATION",US
US8335994,METHOD AND APPARATUS FOR PROVIDING CONTENT TO A COMPUTING DEVICE ,US
US8336074,SYSTEM AND METHOD FOR FACILITATING FAST-FORWARDING OF FIRST-RUN PROGRAMS,US
US8336101,Methods and systems that selectively resurrect blocked communications between devices,US
US8336764,Fraud control when granting instant credit,US
US8338937,Flange package for a semiconductor device,US
US8339551,ELECTRODE STRUCTURE WHICH SUPPORTS SELF ALIGNMENT OF LIQUID DEPOSITION OF MATERIALS,US
US8339945,Data link control architecture for integrated circuit devices,US
US8340126,Method and apparatus for congestion control,US
US8340162,METHOD FOR SYNCHRONIZING SEAMLESS RATE ADAPTATION,US
US8340200,METHOD FOR SEAMLESSLY CHANGING POWER MODES IN AN ADSL SYSTEM,US
US8340206,System for mimo spatial adaptivity in dynamic environments,US
US8340436,DETECTING SIGNIFICANT EVENTS IN CONSUMER IMAGE COLLECTIONS,US
US8340476,Electronic Acquisition of a Hand Formed Expression and a Context of the Expression ,US
US8340599,Swept Notch Ultra Wide Band (Uwb) Transmitter,US
US8340658,Peer to peer sharing of functionality of mobile devices,US
US8341055,System for reducing information required to open a new account,US
US8341220,Content Distribution Service,US
US8341281,GENERIC COMMUNICATIONS PROTOCOL TRANSLATOR,US
US8341290,METHOD AND SYSTEM FOR SELECTING A COMPUTING DEVICE FOR MAINTAINING A CLIENT SESSION IN RESPONSE TO A REQUEST PACKET,US
US8341329,METHOD AND SYSTEM FOR PROVIDING HARDWARE SUPPORT FOR MEMORY PROTECTION AND VIRTUAL MEMORY ADDRESS TRANSLATION FOR A VIRTUAL MACHINE,US
US8341406,SYSTEM AND METHOD FOR PROVIDING DIFFERENT LEVELS OF KEY SECURITY FOR CONTROLLING ACCESS TO SECURED ITEMS,US
US8341407,METHOD AND SYSTEM FOR PROTECTING ELECTRONIC DATA IN ENTERPRISE ENVIRONMENT,US
US8341420,"Methods, Systems, And Computer Program Products For Entering Sensitive And Padding Data Using User-Defined Criteria",US
US8341522,Enhanced Contextual User Assistance,US
US8341581,ASICs Having Programmable Bypass Of Design Faults,US
US8341707,Near real-time multi-party task authorization access control,US
US8342392,Method and Apparatus for Providing Secure Document Distribution,US
US8344469,Image Sensor And Method For Manufacturing The Same,US
US8344600,Heat dissipating structure of LED circuit board and LED lamp tube comprised thereof,US
US8344638,"Apparatus, System and Method for Cascaded Power Conversion",US
US8345057,CONTEXT COORDINATION FOR AN ARTISTIC DIGITAL TEMPLATE FOR IMAGE DISPLAY,US
US8345087,IMAGE ENHANCEMENT FOR THREE-DIMENSIONAL DISPLAYS,US
US8345130,DENOISING CFA IMAGES USING WEIGHTED PIXEL DIFFERENCES,US
US8345279,System for establishing event rules for sales management databases,US
US8345316,Layered security in digital watermarking,US
US8345586,Wireless data communication system and method,US
US8346158,REPEATER SYSTEM FOR STRONG SIGNAL ENVIRONMENTS,US
US8346169,"ENHANCED WIRELESS HANDSET, INCLUDING DIRECT HANDSET-TO-HANDSET COMMUNICATION MODE",US
US8346189,Power amplifier architectures,US
US8346307,Method of Displaying Contact Information,US
US8346498,PROGRAMMABLE DEVICE TESTING,US
US8346608,METHOD OF COMPENSATING FOR ENHANCING EMAILS WITH TARGETED ADS,US
US8346794,Method and apparatus for querying target databases using reference database records by applying a set of reference-based mapping rules for matching input data queries from one of the plurality of sources,US
US8346910,METHOD AND APPARATUS FOR MANAGING AN INTERACTIVE NETWORK SESSION,US
US8347030,DIGITAL COMPONENT POWER SAVINGS IN A HOST DEVICE AND METHOD,US
US8347254,Combined Memories In Integrated Circuits,US
US8347399,Providing Greater Access to One or More Items in Response to Determining Device Transfer,US
US8348159,Wireless transaction medium having combined magnetic stripe and radio frequency communications,US
US8350616,VARIABLE OUTPUT CHARGE PUMP CIRCUIT,US
US8350872,Graphical user interfaces and occlusion prevention for fisheye lenses with line segment foci,US
US8350928,Method And Apparatus For Automatically Categorizing Images In A Digital Camera,US
US8350946,Viewfinder for Shared Image Device,US
US8351491,METHOD AND MULTI-CARRIER TRANSCEIVER WITH STORED APPLICATION PROFILES FOR SUPPORTING MULTIPLE APPLICATIONS,US
US8351586,Method and application for arranging a conference call in a cellular network and a mobile terminal operating in a cellular network,US
US8351694,Adaptive compression of multi-level images,US
US8351891,WIDEBAND DISTRIBUTED MIXERS,US
US8351924,RECOVERY TECHNIQUES IN MOBILE NETWORKS,US
US8352543,DISTRIBUTED CONTROL FOR A CONTINUOUS PLAY BACKROUND MUSIC SYSTEM,US
US8352584,SYSTEM FOR HOSTING CUSTOMIZED COMPUTING CLUSTERS,US
US8352635,Geolocation assisted data forwarding storage,US
US8355183,SCANNING SPEED CONTROL DEVICE AND METHOD,US
US8355425,UWB RECEIVER AND A DATA TRANSMISSION METHOD AND SYSTEM,US
US8355437,Video error resilience,US
US8355514,"Audio encoding to convey auxiliary information, and media embodying same",US
US8355525,Parallel processing of digital watermarking operations,US
US8355526,Digitally watermarking holograms,US
US8355573,METHOD FOR MATCHING COLORS BY USING HUMAN OBSERVER COLOR MATCHING FUNCTIONS,US
US8356004,Methods and Systems for Comparing Media Content,US
US8356020,Multi-Level Compressed Look-up Tables Formed by Logical Operations to Compress Selected Index Bits,US
US8356078,Multi-homed data forwarding storage,US
US8356156,METHOD AND SYSTEM FOR USING EXTERNAL STORAGE TO AMORTIZE CPU CYCLE UTILIZATION,US
US8356305,THREAD BOUNDARIES COMPRISING FUNCTIONALITIES FOR AN EVENT BY A SINGLE THREAD AND TASKS ASSOCIATED WITH THE THREAD BOUNDARIES CONFIGURED IN A DEFINED RELATIONSHIP,US
US8356905,OPTICALLY ENHANCED IMAGE SEQUENCES,US
US8357753,SCREEN-PRINTABLE ENCAPSULANTS BASED ON POLYHYDROXYAMIDES THAT THERMALLY CONVERT TO POLYBENZOXAZOLES,US
US8358318,METHOD FOR REPRODUCING AN IMAGE ON AN IMAGING DEVICE,US
US8358358,IDENTIFYING COLLECTION IMAGES WITH SPECIAL EVENTS,US
US8358372,DIGITAL CAMERA CURVED FLAT CABLE,US
US8358583,"Controlling QoS in a wireless apparatus 

",US
US8358612,POWER SAVE IMPROVEMENT DURING A NETWORK ALLOCATION VECTOR PERIOD,US
US8358856,SEMANTIC EVENT DETECTION FOR DIGITAL CONTENT RECORDS,US
US8358881,High-Q Resonators Assembly,US
US8358976,Wireless Device with an Aggregate User Interface for Controlling Other Devices,US
US8358983,Detachable wireless terminal,US
US8359289,Message processing system,US
US8359443,SECURE MEMORY ACCESS SYSTEM AND METHOD,US
US8360322,System and method of a smartcard transaction with biometric scan recognition,US
US8360890,Online gaming cheating prevention system and method ,US
US8362532,Small Pixel For CMOS Image Sensors With Vertically Integrated Set And Reset Diodes,US
US8362835,Decade bandwidth planar MMIC four port transformer ,US
US8363093,STEREOSCOPIC IMAGING USING SPLIT COMPLEMENTARY COLOR FILTERS,US
US8363295,COMPUTER GENERATED HOLOGRAM,US
US8363451,RANDOM ACCESS MEMORY WITH CMOS-COMPATIBLE NONVOLATILE STORAGE ELEMENT AND PARALLEL STORAGE CAPACITOR,US
US8363455,Eight Transistor Soft Error Robust Storage Cell,US
US8363568,MESSAGE FILTERING METHOD,US
US8363652,Methods and apparatus for enabling communication between network elements that operate at different bit rates,US
US8363747,COMPRESS-FORWARD CODING WITH N-PSK MODULATION FOR THE HALF-DUPLEX GAUSSIAN RELAY CHANNEL,US
US8364136,"Mobile system, a method of operating mobile system and a non-transitory computer readable medium for a programmable control of a mobile system",US
US8364529,Search engine optimization performance valuation,US
