patent_id	patent_title	assigneeOriginal	filingDate	publicationDate	grantDate
US8775274	SYSTEM, METHOD, AND COMPUTER PROGRAM PRODUCT FOR A UNIFIED INTERNET WALLET AND GIFT REGISTRY (AS AMENDED)	Fritch Alibates LLC	2004-08-10	2014-07-08	2014-07-08
US8775294	AUTOMATED LINKED ORDER PROCESSING	Stikine Tech LLC	2001-03-08	2014-07-08	2014-07-08
US8775396	METHOD AND SYSTEM FOR SEARCHING A WIDE AREA NETWORK	Intellectual Ventures I LLC	2011-06-06	2014-07-08	2014-07-08
US8775565	SYSTEMS AND METHODS FOR PROVIDING ELECTRONIC DOCUMENT SERVICES	Intellectual Ventures Fund 3 LLC	2004-06-28	2014-07-08	2014-07-08
US8775819	FLEXIBLE METHOD OF USER AUTHENTICATION	Activcard Ireland Ltd	2012-08-31	2014-07-08	2014-07-08
US8775831	Using historic load profiles to dynamically adjust operating frequency and available power to a handheld multimedia device processor core	Nytell Software LLC	2012-06-28	2014-07-08	2014-07-08
US8776145	In-Transit Electronic Media With Location-Based Content	Elwha LLC	2011-09-16	2014-07-08	2014-07-08
US8776147	Source Device Change Using a Wireless Home Entertainment Hub	PORTO VINCI Ltd LLC	2006-09-26	2014-07-08	2014-07-08
US8777099	Bendable Electronic Device Status Information System and Method	Invention Science Fund I LLC	2009-07-31	2014-07-15	2014-07-15
US8777748	ELECTRONIC GAMING DEVICE WITH FEEDBACK	KICO SOUND LLC	2013-07-16	2014-07-15	2014-07-15
US8779474	ELECTRIC DEVICE COMPRISING PHASE CHANGE MATERIAL	NXP BV	2003-12-03	2014-07-15	2014-07-15
US8780770	SYSTEMS AND METHODS FOR VOICE AND VIDEO COMMUNICATION OVER A WIRELESS NETWORK	Misonimo Chi Acquisition LLC	2007-04-27	2014-07-15	2014-07-15
US8781487	Program for distributed channel selection, power adjustment and load balancing decisions in a wireless network	Piccata Fund LLC	2007-02-20	2014-07-15	2014-07-15
US8781498	Enabling social interactive wireless communications	Parostall Network LLC	2011-08-29	2014-07-15	2014-07-15
US8781528	Automatic Mobile Device Backup	Invention Science Fund I LLC	2007-12-31	2014-07-15	2014-07-15
US8782159	METHOD AND SYSTEM FOR CREATING AND SENDING HANDWRITTEN OR HANDDRAWN MESSAGES VIA MOBILE DEVICES	Lot 38 Acquisition Foundation LLC	2008-12-15	2014-07-15	2014-07-15
US8782427	SYSTEM AND METHOD FOR SEQUENTIALLY PROCESSING A BIOMETRIC SAMPLE	Actividentity Inc	2012-03-20	2014-07-15	2014-07-15
US8782688	PROCESS AND SYSTEM FOR THE SECURE BROADCASTING OF PROTECTED AUDIOVISUAL STREAMS TO A DYNAMIC GROUP OF RECEIVERS	Querell Data LLC	2012-06-27	2014-07-15	2014-07-15
US8783572	Computer operation control and item selection and vending methods and systems	Xoranno Group LLC	2012-03-12	2014-07-22	2014-07-22
US8786246	Power resource management	TUEN SOLUTIONS LLC	2008-03-24	2014-07-22	2014-07-22
US8786357	INTELLIGENT VOLTAGE REGULATOR	Luciano Processing LLC	2012-05-07	2014-07-22	2014-07-22
US8786383	METAMATERIAL DIPLEXERS, COMBINERS AND DIVIDERS	Hollinworth Fund LLC	2011-04-12	2014-07-22	2014-07-22
US8786574	E-Paper External Control System And Method	Invention Science Fund I LLC	2008-11-20	2014-07-22	2014-07-22
US8786614	CHAINING IMAGE-PROCESSING FUNCTIONS ON A SIMD PROCESSOR	Calos Fund LLC	2013-05-02	2014-07-22	2014-07-22
US8787244	Method and device for user cooperative communication	Hui Long Fund LLC	2012-03-08	2014-07-22	2014-07-22
US8787488	SYSTEM, METHOD AND APPARATUS FOR CROSSTALK CANCELLATION	Vintomie Networks B V LLC	2009-08-03	2014-07-22	2014-07-22
US8787526	Systems, Devices, and Methods Including Implants for Managing Cumulative X-Ray Radiation Dosage Including X-Ray Radiation Direction Determination Devices	Elwha LLC	2011-11-23	2014-07-22	2014-07-22
US8787706	Acquisition of a User Expression and an Environment of the Expression	Invention Science Fund I LLC	2005-03-31	2014-07-22	2014-07-22
US8787960	Automatically populating a database of wireless access point locations	BEHEMOTH DEVELOPMENT CO. L.L.C.	2011-02-16	2014-07-22	2014-07-22
US8787988	POWER MANAGEMENT FOR WIRELESS DIRECT LINK	Intellectual Ventures I LLC	2005-01-14	2014-07-22	2014-07-22
US8788376	SYSTEM, METHOD AND COMPUTER PROGRAM PRODUCT FOR AN ACQUISITION PARTNER INTERFACE FOR INTEGRATING MULTIPLE PARTNER CHANNELS INTO A TRANSACTION ACCOUNT ISSUER PLATFORM	III Holdings 1 LLC	2005-12-07	2014-07-22	2014-07-22
US8788417	System and Method for Selection of Payment Systems from a Payment System Directory to Process a Transaction	Plati Networking LLC	2011-12-15	2014-07-22	2014-07-22
US8788453	Data aggregation module supporting dynamic query responsive aggregation during the servicing of database query requests provided by one or more client machines	Yanicklo Tech LLC	2011-10-17	2014-07-22	2014-07-22
US8788710	MANAGED OBJECT MEMBER ARCHITECTURE FOR SOFTWARE DEFINED RADIO	Treble Investments LLC	2010-06-02	2014-07-22	2014-07-22
US8788971	Methods and arrangements for composing information-carrying artwork	Digimarc Corp	2010-01-19	2014-07-22	2014-07-22
US8789073	PROXY OBJECT CREATION AND USE	Curen Software Enterprises LLC	2012-10-08	2014-07-22	2014-07-22
US8790400	Breast Implant with Covering and Analyte Sensors Responsive to External Power Source	Elwha LLC	2012-06-13	2014-07-29	2014-07-29
US8791596	System and method for creating a networked infrastructure distribution platform of small fixed and vehicle based wind energy gathering devices along roadways	GLOUSTER APPLICATIONS L.L.C.	2009-01-27	2014-07-29	2014-07-29
US8792500	Multiuser scheduling for MIMO broadcast channels with finite rate feedback	Yim Tu Investments Ltd LLC	2011-09-22	2014-07-29	2014-07-29
US8792661	Hearing aids, computing devices, and methods for hearing aid profile update	Audiotoniq Inc	2011-01-17	2014-07-29	2014-07-29
US8792673	Modifying Restricted Images	Invention Science Fund I LLC	2011-08-05	2014-07-29	2014-07-29
US8792675	COLOR IMAGE OR VIDEO PROCESSING	Digimarc Corp	2012-04-17	2014-07-29	2014-07-29
US8792828	ENHANCED WIRELESS HANDSET, INCLUDING DIRECT HANDSET-TO-HANDSET COMMUNICATION MODE	BERTRUM TECHNOLOGIES LLC	2012-12-21	2014-07-29	2014-07-29
US8793155	Collecting Influence Information	Invention Science Fund I LLC	2007-10-01	2014-07-29	2014-07-29
US8793616	Look Ahead Of Links / Alter Links	Invention Science Fund I LLC	2013-06-10	2014-07-29	2014-07-29
US8793794	Systems and Methods for Detecting A Security Breach in a Computer System	Intellectual Ventures Fund 73 LLC	2013-01-04	2014-07-29	2014-07-29
US8794509	Systems and Methods for Processing a Payment Authorization Request Over Disparate Payment Networks	Lead Core Fund LLC	2009-01-13	2014-08-05	2014-08-05
US8795091	Image integration, mapping and linking system and methodology	BASSILIC TECHNOLOGIES LLC	2012-04-06	2014-08-05	2014-08-05
US8795359	Breast Implant with Regionalized Analyte Sensors and Internal Power Source	Elwha LLC	2012-06-13	2014-08-05	2014-08-05
US8795378	Artificial Joint Components Including Synovial Fluid Deflecting Structures and Particle Retaining Structures	Elwha LLC	2012-09-28	2014-08-05	2014-08-05
US8797167	Computational Systems and Methods for Monitoring Medication Events	Elwha LLC	2012-08-24	2014-08-05	2014-08-05
US8798777	System and method for using a list of audio media to create a list of audiovisual media	PacketVideo Corp	2011-03-08	2014-08-05	2014-08-05
US8799097	ACCESSING REMOTE SYSTEMS USING IMAGE CONTENT	Wounder GmbH LLC	2011-12-09	2014-08-05	2014-08-05
US8799113	Quality management by validating a bill of materials in event-based product manufacturing	Binforma Group LLC	2002-11-27	2014-08-05	2014-08-05
US8799138	ROUTING CONTROL FOR ORDERS ELIGIBLE FOR MULTIPLE MARKETS	Stikine Tech LLC	2001-03-08	2014-08-05	2014-08-05
US8799156	METHODS, DEVICES AND BANK COMPUTERS FOR CONSUMERS USING COMMUNICATORS TO WIRE FUNDS TO SELLERS AND VENDING MACHINES	Wireless Commerce LLC	2013-05-20	2014-08-05	2014-08-05
US8799209	Data aggregation module supporting dynamic query responsive aggregation during the servicing of database query requests provided by one or more client machines	Yanicklo Tech LLC	2011-11-04	2014-08-05	2014-08-05
US8799352	Reverse Context System	Invention Science Fund I LLC	2006-06-12	2014-08-05	2014-08-05
US8800008	Data access control systems and methods	Intellectual Ventures II LLC	2007-06-01	2014-08-05	2014-08-05
US8802472	Small Pixel For Image Sensors With JFET And Vertically Integrated Reset Diode	Intellectual Ventures II LLC	2012-07-31	2014-08-12	2014-08-12
US8802503	Processes for Manufacturing an LED Package With Top and Bottom Electrodes	Cheng Kung Capital LLC	2014-03-11	2014-08-12	2014-08-12
US8803053	Beam Power With Multipoint Reception	Invention Science Fund I LLC	2008-09-30	2014-08-12	2014-08-12
US8803263	Magnetic Memory Element And Storage Device Using The Same	Fuji Electric Holdings Co Ltd	2009-07-08	2014-08-12	2014-08-12
US8803435	Field Emission Device	Elwha LLC	2013-09-09	2014-08-12	2014-08-12
US8803443	Current Regulator for Multimode Operation of Solid State Lighting	Point Somee LLC	2010-11-05	2014-08-12	2014-08-12
US8803584	LEVEL SHIFTER FOR NOISE AND LEAKAGE SUPPRESSION	Intellectual Venture Funding LLC	2005-05-17	2014-08-12	2014-08-12
US8803779	Computer system display driving method and system	HUAN FUND PTE. L.L.C.	2004-11-05	2014-08-12	2014-08-12
US8804033	Preservation/Degradation of Video/Audio Aspects of a Data Stream	Invention Science Fund I LLC	2011-06-15	2014-08-12	2014-08-12
US8804760	Network data transport multiplexer bus with global and local optimization of capacity allocation	OLIO ASSETS LLC	2009-01-30	2014-08-12	2014-08-12
US8804835	Fast motion estimation in scalable video coding	Tsai Sheng Group LLC	2012-05-21	2014-08-12	2014-08-12
US8805027	Image Mapping to Provide Visual Geographic Path	Invention Science Fund I LLC	2013-10-04	2014-08-12	2014-08-12
US8805350	SYSTEM AND METHOD FOR BLOCKING THE USE OF A SERVICE IN A TELECOMMUNICATION SYSTEM	Intellectual Ventures I LLC	2011-10-27	2014-08-12	2014-08-12
US8805416	Method and System for Mobile Device Selectively Reporting of GPS Position Information to Others	PLATT TECHNOLOGY INVESTMENTS LLC	2008-02-14	2014-08-12	2014-08-12
US8805830	WEB APPLICATION FOR ACCESSING MEDIA STREAMS	Copper Data River LLC	2009-06-16	2014-08-12	2014-08-12
US8805927	METHODS AND SYSTEMS FOR A DISTRIBUTED GROUP ACTIVITY NETWORK 	Jordaan Consulting Ltd III LLC	2012-02-01	2014-08-12	2014-08-12
US8805979	METHODS AND SYSTEMS FOR AUTO-MARKING, WATERMARKING, AUDITING, REPORTING, TRACING AND POLICY ENFORCEMENT VIA E-MAIL AND NETWORKING SYSTEMS	Alearo Properties LLC	2012-05-14	2014-08-12	2014-08-12
US8805994	System, method and computer program product for monitoring and controlling network connections from a supervisory operating system	Intellectual Ventures Fund 73 LLC	2007-06-22	2014-08-12	2014-08-12
US8806066	Method for input output expansion in an embedded system utilizing controlled transitions of first and second signals	SCHUMAN ASSETS BROS LLC	2012-03-05	2014-08-12	2014-08-12
US8806327	SYSTEM AND METHOD FOR DISPLAYING UNREQUESTED INFORMATION WITHIN A WEB BROWSER	III Holdings 1 LLC	2005-08-15	2014-08-12	2014-08-12
US8808373	Breast Implant With Regionalized Analyte Sensors Responsive To External Power Source	Elwha LLC	2012-06-13	2014-08-19	2014-08-19
US8810131	Field Emission Device with AC Output	Elwha LLC	2013-04-10	2014-08-19	2014-08-19
US8810161	Addressable Array of Field Emission Devices	Elwha LLC	2013-04-17	2014-08-19	2014-08-19
US8810276	PROGRAMMABLE STRUCTURED ARRAYS	Callahan Cellular LLC	2012-08-29	2014-08-19	2014-08-19
US8810425	Travel Route Mapping Based on Radiation Exposure Risks	Invention Science Fund I LLC	2010-12-22	2014-08-19	2014-08-19
US8810702	CMOS Image Sensor With improved Performance Incorporating Pixels With Burst ReSet Operation	Intellectual Ventures II LLC	2009-10-28	2014-08-19	2014-08-19
US8810803	LENS SYSTEM	Intellectual Ventures Holding 67 LLC	2012-04-16	2014-08-19	2014-08-19
US8811356	COMMUNICATIONS IN A WIRELESS NETWORK 	Intellectual Ventures Holding 81 LLC	2011-07-05	2014-08-19	2014-08-19
US8811586	Method and application for arranging a conference call in a cellular network and a mobile terminal operating in a cellular network	Nokia Oy AB	2013-01-08	2014-08-19	2014-08-19
US8811747	IMAGE RECOMPOSITION FROM FACE DETECTION AND FACIAL FEATURES	Intellectual Ventures Fund 83 LLC	2011-10-28	2014-08-19	2014-08-19
US8812318	Speaker recognition in a multi-speaker environment and comparison of several voice prints to many	III Holdings 1 LLC	2012-02-06	2014-08-19	2014-08-19
US8812473	Analysis and reporting of collected search activity data over multiple search engines	Gere Dev Applications LLC	2006-06-16	2014-08-19	2014-08-19
US8812497	Method and System for creating messages including image information	KDL Scan Designs LLC	2013-01-11	2014-08-19	2014-08-19
US8812654	METHOD FOR INTERNETWORKED HYBRID WIRELESS INTEGRATED NETWORK SENSORS (WINS)	Borgia/Cummins LLC	2010-10-21	2014-08-19	2014-08-19
US8812665	GLOBALLY ACCESSIBLE COMPUTER NETWORK-BASED BROADBAND COMMUNICATION SYSTEM WITH USER-CONTROLLABLE QUALITY OF INFORMATION DELIVERY AND FLOW PRIORITY 	Corps of Discovery Patent Holding LLC	2013-02-28	2014-08-19	2014-08-19
US8812666	Remote proxy server agent	DA CAPITAL FUND LIMITED LIABILITY COMPANY	2002-01-02	2014-08-19	2014-08-19
US8812888	SYSTEMS AND METHODS FOR SCANNING FOR A WAKE UP PACKET ADDRESSED TO A WIRELESS DEVICE 	Intellectual Ventures I LLC	2013-05-24	2014-08-19	2014-08-19
US8813085	Scheduling Threads Based On Priority Utilizing Entitlement Vectors, Weight and Usage Level	Elwha LLC	2011-10-28	2014-08-19	2014-08-19
US8814039	Methods for Processing a Payment Authorization Request Utilizing a Network of Point of Sale Devices	Lead Core Fund LLC	2009-01-13	2014-08-26	2014-08-26
US8815628	Complementary Metal Oxide Semiconductor Image Sensor And Method For Fabricating The Same	Intellectual Ventures II LLC	2011-12-12	2014-08-26	2014-08-26
US8816814	Systematic Distillation of Status Data Responsive to Whether or Not a Wireless Signal has been Received and Relating to Regimen Compliance	Elwha LLC	2011-08-16	2014-08-26	2014-08-26
US8816956	Mouse-based User Interface Device Employing User-Removable Modules	BIORAM TECH L.L.C.	2004-12-10	2014-08-26	2014-08-26
US8817380	Emitting And Negatively-Refractive Focusing Apparatus, Methods, And Systems	Invention Science Fund I LLC	2008-10-21	2014-08-26	2014-08-26
US8817422	Magnetic Storage Medium Comprised of Magnetic Nanoparticles Contained Within Nanotubes	Sigma Pro Ltd LLC	2013-04-16	2014-08-26	2014-08-26
US8817691	Resource allocation for OFDMA systems with half-duplex relay(s) and corresponding transmission protocol	Lingna Holdings Pte LLC	2012-05-18	2014-08-26	2014-08-26
US8818085	PATTERN CONVERSION FOR INTERPOLATION	Intellectual Ventures Fund 83 LLC	2013-05-24	2014-08-26	2014-08-26
US8818196	Data Center with Free-Space Optical Communications	Invention Science Fund I LLC	2010-09-24	2014-08-26	2014-08-26
US8818336	Phone to Phone Data Exchange	Lupine Investments LLC	2012-11-08	2014-08-26	2014-08-26
US8818855	SYSTEM AND METHOD FOR AGGREGATING INFORMATION OVER A WIDE AREA NETWORK	Intellectual Ventures I LLC	2001-04-18	2014-08-26	2014-08-26
US8818907	LIMITING ACCESS TO ACCOUNT INFORMATION DURING A RADIO FREQUENCY TRANSACTION	Xatra Fund MX LLC	2004-12-14	2014-08-26	2014-08-26
US8819092	DISAGGREGATED RESOURCES AND ACCESS METHODS	Rateze Remote Mgmt LLC	2005-08-16	2014-08-26	2014-08-26
US8819120	Method and system for group communications	Back Micro Solutions LLC	2010-11-18	2014-08-26	2014-08-26
US8819126	DISTRIBUTED CONTROL FOR A CONTINUOUS PLAY BACKGROUND MUSIC SYSTEM	Intellectual Ventures Fund 47 LLC	2012-12-10	2014-08-26	2014-08-26
US8819259	Fast retrieval and progressive retransmission of content	ASTER RISK MANAGEMENT LLC	2009-10-14	2014-08-26	2014-08-26
US8819260	Random server selection for retrieving fragments under changing network conditions	ASTER RISK MANAGEMENT LLC	2009-10-15	2014-08-26	2014-08-26
US8819261	Load-balancing an asymmetrical distributed erasure-coded system	ASTER RISK MANAGEMENT LLC	2009-10-15	2014-08-26	2014-08-26
US8819416	METHOD AND SYSTEM FOR MODULAR AUTHENTICATION AND SESSION MANAGEMENT	III Holdings 1 LLC	2012-09-20	2014-08-26	2014-08-26
US8819821	PROACTIVE TEST-BASED DIFFERENTIATION METHOD AND SYSTEM TO MITIGATE LOW RATE DOS ATTACKS	New Jersey Institute of Technology	2012-12-28	2014-08-26	2014-08-26
US8820633	Methods for a Third Party Biller to Receive an Allocated Payment Authorization Request	Lead Core Fund LLC	2009-01-13	2014-09-02	2014-09-02
US8820635	PROCESSING A TRANSACTION BY A TERMINAL 	CLAYCO RESEARCH LIMITED LIABILITY COMPANY	2013-03-04	2014-09-02	2014-09-02
US8820939	Projection Associated Methods And Systems	Invention Science Fund I LLC	2008-09-30	2014-09-02	2014-09-02
US8821276	Image integration, mapping and linking system and methodology	BASSILIC TECHNOLOGIES LLC	2011-11-22	2014-09-02	2014-09-02
US8823636	Including Environmental Information in a Manual Expression	Invention Science Fund I LLC	2006-11-20	2014-09-02	2014-09-02
US8823808	METHOD FOR IMPROVED DIGITAL VIDEO IMAGE QUALITY	Intellectual Ventures Fund 83 LLC	2009-10-27	2014-09-02	2014-09-02
US8825518	Media methods and systems	Digimarc Corp	2008-12-09	2014-09-02	2014-09-02
US8825521	METHOD AND SYSTEM FOR DYNAMICALLY INCORPORATING ADVERTISING CONTENT INTO MULTIMEDIA ENVIRONMENTS	Noatak Software LLC	2006-08-30	2014-09-02	2014-09-02
US8825712	WEB-BASED ASSET MANAGEMENT	Caldvor Acquisitions Ltd LLC	2013-07-08	2014-09-02	2014-09-02
US8825894	Receiving streaming content from servers located around the globe	ASTER RISK MANAGEMENT LLC	2009-10-14	2014-09-02	2014-09-02
US8826350	METHODS, DEVICES, AND MEDIUMS FOR PROVIDING GROUP VIDEO ON DEMAND	Intellectual Ventures Fund 79 LLC	2012-01-24	2014-09-02	2014-09-02
US8826394	METHODS, DEVICES, AND MEDIUMS ASSOCIATED WITH SECURITY ACCESS REQUESTED ON AN AS-NEEDED BASIS	Intellectual Ventures Fund 79 LLC	2012-03-20	2014-09-02	2014-09-02
US8826427	Detecting Surreptitious Spyware	Goldpark Foundation LLC	2012-01-06	2014-09-02	2014-09-02
US8828081	Artificial Joint Components Including Synovial Fluid Deflecting Structures	Elwha LLC	2012-09-27	2014-09-09	2014-09-09
US8828775	IMAGE SENSOR AND METHOD FOR FABRICATING SAME	Intellectual Ventures II LLC	2011-07-29	2014-09-09	2014-09-09
US8829577	Transistor, image sensor with the same, and method of manufacturing the same	Intellectual Ventures II LLC	2009-09-29	2014-09-09	2014-09-09
US8829664	THREE DIMENSIONAL INTEGRATED CIRCUITS	Callahan Cellular LLC,YAKIMISHU CO Ltd LLC	2010-07-12	2014-09-09	2014-09-09
US8829697	Method and Apparatus for Storing Energy	Elwha LLC	2013-05-08	2014-09-09	2014-09-09
US8830653	Graphene Mounted on Aerogel	Elwha LLC	2013-08-27	2014-09-09	2014-09-09
US8831244	Portable Tone Generator for Producing Pre-Calibrated Tones	Audiotoniq Inc	2011-05-10	2014-09-09	2014-09-09
US8831299	CAPTURING DATA FOR INDIVIDUAL PHYSIOLOGICAL MONITORING	Intellectual Ventures Fund 83 LLC	2007-05-22	2014-09-09	2014-09-09
US8831300	Time-Lapsing Data Methods And Systems	Invention Science Fund I LLC	2008-07-25	2014-09-09	2014-09-09
US8831301	IDENTIFYING IMAGE ABNORMALITIES USING AN APPEARANCE MODEL	Intellectual Ventures Fund 83 LLC	2009-09-25	2014-09-09	2014-09-09
US8831360	MAKING IMAGE-BASED PRODUCT FROM DIGITAL IMAGE COLLECTION	Intellectual Ventures Fund 83 LLC	2011-10-21	2014-09-09	2014-09-09
US8831647	Presence-enabled mobile access	DEVEREUX RESEARCH AB LLC	2006-04-18	2014-09-09	2014-09-09
US8831973	Systems for Rewarding Influencers	Invention Science Fund I LLC	2008-10-31	2014-09-09	2014-09-09
US8831991	Limited-Life Electronic Mail Account as Intermediary	Invention Science Fund I LLC	2005-01-21	2014-09-09	2014-09-09
US8832055	Auto-refinement of search results based on monitored search activities of users	Gere Dev Applications LLC	2006-06-16	2014-09-09	2014-09-09
US8832244	APPARATUS FOR INTERNETWORKED WIRELESS INTEGRATED NETWORK SENSORS (WINS)	Borgia/Cummins LLC	2010-02-22	2014-09-09	2014-09-09
US8832292	Source-selection based Internet backbone traffic shaping	ASTER RISK MANAGEMENT LLC	2009-10-15	2014-09-09	2014-09-09
US8832295	Peer-assisted fractional-storage streaming servers	ASTER RISK MANAGEMENT LLC	2010-11-10	2014-09-09	2014-09-09
US8832849	Computer network storage environment with file tracking	Intellectual Ventures I LLC	2012-11-19	2014-09-09	2014-09-09
US8835101	Method for Fabricating a Circuit	III Holdings 1 LLC	2011-06-07	2014-09-16	2014-09-16
US8835218	STACKABLE LAYER CONTAINING BALL GRID ARRAY PACKAGE	APROLASE DEVELOPMENT CO., LLC	2011-07-12	2014-09-16	2014-09-16
US8835823	Beam Power with Beam Redirection	Invention Science Fund I LLC	2010-07-20	2014-09-16	2014-09-16
US8836503	APPARATUS FOR COMPACT INTERNETWORKED WIRELESS INTEGRATED NETWORK SENSORS (WINS)	Borgia/Cummins LLC	2010-04-12	2014-09-16	2014-09-16
US8836770	3D Display	NXP BV	2010-11-30	2014-09-16	2014-09-16
US8836784	AUTOMOTIVE IMAGING SYSTEM FOR RECORDING EXCEPTION EVENTS	Intellectual Ventures Fund 83 LLC	2010-10-27	2014-09-16	2014-09-16
US8836819	Method And Apparatus For Automatically Categorizing Images In A Digital Camera	KDL Scan Designs LLC	2013-09-03	2014-09-16	2014-09-16
US8836847	CAPTURING IMAGES USING A SWITCHABLE IMAGING APPARATUS	Intellectual Ventures Fund 83 LLC	2013-05-14	2014-09-16	2014-09-16
US8837058	Emitting And Negatively-Refractive Focusing Apparatus, Methods, And Systems	Invention Science Fund I LLC	2008-09-29	2014-09-16	2014-09-16
US8837110	Graphene Mounted on Aerogel	Elwha LLC	2013-07-17	2014-09-16	2014-09-16
US8837921	System for fast angle changing in video playback devices	Hollinbeck Mgmt GmbH LLC	2004-08-23	2014-09-16	2014-09-16
US8838632	Methods and Apparatus for Searching with Awareness of Geography and Languages	Namul Applications LLC	2011-07-05	2014-09-16	2014-09-16
US8838693	A MULTI-USER MEDIA DELIVERY SYSTEM FOR SYNCHRONIZING CONTENT ON MULTIPLE MEDIA PLAYERS	Portulim Foundation LLC	2010-05-14	2014-09-16	2014-09-16
US8838972	EXCHANGE OF KEY MATERIAL	Intellectual Ventures I LLC	2012-09-13	2014-09-16	2014-09-16
US8839389	Device Pairing Via Device to Device Contact	Invention Science Fund I LLC	2011-02-28	2014-09-16	2014-09-16
US8839411	Providing Particular Level of Access to One or More Items in Response to Determining Primary Control of a Computing Device	Elwha LLC	2011-06-30	2014-09-16	2014-09-16
US8839437	Multi-Network Virus Immunization	Invention Science Fund I LLC	2012-03-27	2014-09-16	2014-09-16
US8840401	Network coaching method	KOLETRY PROCESSING LLC	2008-06-02	2014-09-23	2014-09-23
US8841934	HYBRID FREQUENCY COMPENSATION NETWORK	Vintomie Networks B V LLC	2012-02-28	2014-09-23	2014-09-23
US8842155	PORTABLE VIDEO COMMUNICATION SYSTEM	Intellectual Ventures Fund 83 LLC	2011-12-09	2014-09-23	2014-09-23
US8842580	System and Method for Providing Internet Based Phone Conferences Using Multiple Codecs	ENTROPY PROCESSING NV LLC	2011-12-28	2014-09-23	2014-09-23
US8842786	Methods for managing alignment and latency in interference suppression	III Holdings 1 LLC	2011-12-08	2014-09-23	2014-09-23
US8843344	System and method for reducing temperature variation during burn in	Eric Chen-Li Sheng,David H. Hoffman,John Laurence Niven	2009-07-20	2014-09-23	2014-09-23
US8843371	Speech Recognition Adaptation Systems Based on Adaptation Data	Elwha LLC	2012-08-01	2014-09-23	2014-09-23
US8843850	GRAPHIC-INFORMATION FLOW FOR VISUALLY ANALYZING PATTERNS AND RELATIONSHIPS	Tavusi Data Solutions LLC	2009-08-28	2014-09-23	2014-09-23
US8843970	Video distribution	Chanyu Holdings LLC	2011-01-31	2014-09-23	2014-09-23
US8845739	Artificial Joint Components Including Mechanized Synovial Fluid Deflecting Structures	Elwha LLC	2012-10-24	2014-09-30	2014-09-30
US8845740	Artificial Joint Components Including Mechanized Synovial Fluid Deflecting Structures and Particle Retaining Structures	Elwha LLC	2012-10-24	2014-09-30	2014-09-30
US8845741	Artificial Joint Components Including Integral Magnetic Fields Configured to Deflect Wear Debris Particles	Seavete LLC	2012-11-13	2014-09-30	2014-09-30
US8846433	Image Sensor And Method For Manufacturing The Same	Intellectual Ventures II LLC	2012-12-31	2014-09-30	2014-09-30
US8846445	Inverse chip connector	Cufer Asset Ltd LLC	2011-06-20	2014-09-30	2014-09-30
US8847972	ADAPTING DISPLAY COLOR FOR LOW LUMINANCE CONDITIONS	Intellectual Ventures Fund 83 LLC	2010-01-20	2014-09-30	2014-09-30
US8848694	System and method of providing a high-quality voice network architecture	Chanyu Holdings LLC	2012-01-19	2014-09-30	2014-09-30
US8848765	Methods for estimation and interference suppression for signal processing	III Holdings 1 LLC	2013-06-03	2014-09-30	2014-09-30
US8848812	Mixed waveform configuration for wireless communications	Intellectual Ventures I LLC	2011-12-20	2014-09-30	2014-09-30
US8849043	SYSTEM FOR MATCHING ARTISTIC ATTRIBUTES OF SECONDARY IMAGE AND TEMPLATE TO A PRIMARY IMAGE	Intellectual Ventures Fund 83 LLC	2013-03-14	2014-09-30	2014-09-30
US8849233	System and Method for Applications on Mobile Communications Devices	Osocad Remote LLC	2010-11-12	2014-09-30	2014-09-30
US8849523	Systems and Methods for Detecting Soil Characteristics	Elwha LLC	2013-05-20	2014-09-30	2014-09-30
US8849659	Spoken Mobile Engine for Analyzing a Multimedia Data Stream	Muse Green Investments LLC	2010-07-12	2014-09-30	2014-09-30
US8849704	Tracking transactions by using addresses in a communications network	Risible Enterprises LLC	2008-03-24	2014-09-30	2014-09-30
US8849853	METHOD FOR MATCHING ARTISTIC ATTRIBUTES OF A TEMPLATE AND SECONDARY IMAGES TO A PRIMARY IMAGE	Intellectual Ventures Fund 83 LLC	2009-07-30	2014-09-30	2014-09-30
US8850044	Obfuscating Identity Of A Source Entity Affiliated With A Communique In Accordance With Conditional Directive Provided By A Receiving Entity	Invention Science Fund I LLC	2010-05-28	2014-09-30	2014-09-30
US8850251	METHODS, DEVICES, AND MEDIUMS ASSOCIATED WITH CONTROLLING A POWER MODE	Intellectual Ventures Fund 79 LLC	2011-01-19	2014-09-30	2014-09-30
US8851369	SYSTEMS AND METHODS FOR TRANSACTION PROCESSING USING A SMARTCARD	Lead Core Fund LLC	2009-07-17	2014-10-07	2014-10-07
US8854395	METHOD FOR PRODUCING ARTISTIC IMAGE TEMPLATE DESIGNS	Intellectual Ventures Fund 83 LLC	2009-07-30	2014-10-07	2014-10-07
US8855220	ROBUSTNESS IMPROVEMENT FOR BANDWIDTH COMMUNICATION SYSTEM	Intellectual Ventures Fund 83 LLC	2011-09-23	2014-10-07	2014-10-07
US8855278	Dial up telephone conferencing system controlled by an online computer network
	XUGAVE HOLDING DE LLC	2011-11-30	2014-10-07	2014-10-07
US8855907	Awarding Privileges to a Vehicle Based Upon One or More Fuel Utilization Characteristics	Searete LLC	2009-05-01	2014-10-07	2014-10-07
US8856202	Flexible remote data mirroring	Intellectual Ventures II LLC	2009-08-20	2014-10-07	2014-10-07
